id	filename	md5	size	state
38a55896-f00e-418d-bc18-4ca30da378ef	38a55896-f00e-418d-bc18-4ca30da378ef/df3438b0-f3c9-4d19-bfe3-685b97b05a3a.rna_seq.augmented_star_gene_counts.tsv	50fa2205f649cd273e5ddf6240b2054d	4246077	validated
39dc32b6-8c47-4ae9-8c03-8be648d5cbc9	39dc32b6-8c47-4ae9-8c03-8be648d5cbc9/28016f07-a161-43bc-954d-d5ad756bb40b.rna_seq.augmented_star_gene_counts.tsv	9ace87fc6b9ca60fe56c2a945a9b2425	4233630	validated
39f91c2c-9527-4185-aa04-eb42e7fab7c1	39f91c2c-9527-4185-aa04-eb42e7fab7c1/13da7123-db39-4bab-9521-daef5d3030ae.rna_seq.augmented_star_gene_counts.tsv	5592a70803ce1e761b99b5c10dfade85	4233834	validated
3a3c6a53-219d-4048-a012-9e9a2594c72d	3a3c6a53-219d-4048-a012-9e9a2594c72d/f3c4031d-9a46-4696-9821-eb3050fa98ce.rna_seq.augmented_star_gene_counts.tsv	c42d2d9f720ca37a2ecff111a79178dd	4216835	validated
3a92bb9b-a6ee-418e-9c21-6bfcf3d6b1a9	3a92bb9b-a6ee-418e-9c21-6bfcf3d6b1a9/251de1f4-0bc3-4b44-af08-1abc9c720f67.rna_seq.augmented_star_gene_counts.tsv	2be68c14b6896d2d303b5f8aca47d5ec	4251398	validated
3bd5dd10-0de9-495a-a94a-c57ecd63c097	3bd5dd10-0de9-495a-a94a-c57ecd63c097/1069403e-ef6a-43d4-b62d-3249e5a8e034.rna_seq.augmented_star_gene_counts.tsv	272cffd725b271973d53f8d5dedbbb10	4247314	validated
3e4a3dd5-1688-4b56-9b64-55f6addd447e	3e4a3dd5-1688-4b56-9b64-55f6addd447e/a5c0bec6-6d5d-4671-8bb1-1246fc9e53ff.rna_seq.augmented_star_gene_counts.tsv	1a798577099cf1838331fbe1b10aa7e5	4235463	validated
3e56e05a-a920-4bed-a863-8d968ae8909b	3e56e05a-a920-4bed-a863-8d968ae8909b/15470aa1-dc19-4270-a09d-4341c7f174bb.rna_seq.augmented_star_gene_counts.tsv	7967632e3dd89991623cbf5efaa4c2d1	4254012	validated
3e599f68-2ba6-4fef-99aa-4b0bdf31e9bb	3e599f68-2ba6-4fef-99aa-4b0bdf31e9bb/4ead1157-bb18-4e7c-9632-b13d869c5365.rna_seq.augmented_star_gene_counts.tsv	8e630a24316f3be0d7a94b11a703956f	4231265	validated
3f3cea14-b553-4e0b-a255-a15999e760fe	3f3cea14-b553-4e0b-a255-a15999e760fe/f54636e5-d823-4bc2-9475-2f4f81879067.rna_seq.augmented_star_gene_counts.tsv	a6c94b4fdb5925dbc74eeecf1bbd429e	4250525	validated
3fef7878-8d16-44c6-8d24-a6de90b66747	3fef7878-8d16-44c6-8d24-a6de90b66747/0a80d60d-df15-4474-92f9-97f5be07e180.rna_seq.augmented_star_gene_counts.tsv	cb49d723f4549156cc56cd05654f70e2	4248342	validated
4006124f-a213-4d56-843f-0764b5f4a89b	4006124f-a213-4d56-843f-0764b5f4a89b/7f316dbf-94f8-467e-89fc-ae78a91348b5.rna_seq.augmented_star_gene_counts.tsv	f8872db6edd15f641b1a39502b977cdf	4231441	validated
41e3970d-06d0-442a-b41e-128b6e0e743c	41e3970d-06d0-442a-b41e-128b6e0e743c/7b78ffab-8b48-48fc-b17b-9ae63dac283f.rna_seq.augmented_star_gene_counts.tsv	671d1fd8cf4adbd26de62bbf186f7d03	4222316	validated
41ec562e-7d07-4953-9a63-f6dc68696f77	41ec562e-7d07-4953-9a63-f6dc68696f77/0b57370b-485f-47e1-b827-90fac22e61e0.rna_seq.augmented_star_gene_counts.tsv	ba3f8d17aac025eb66b3e765a485b23a	4237128	validated
4268518f-c025-4f8f-8d28-a23372797625	4268518f-c025-4f8f-8d28-a23372797625/64e37a02-7b4c-430c-9088-2d1c7c89a508.rna_seq.augmented_star_gene_counts.tsv	a85880845878b66bb045047778fb036b	4238999	validated
4350b4e7-6a37-43d8-8eaa-b5f4846e943d	4350b4e7-6a37-43d8-8eaa-b5f4846e943d/32ee07e4-bec3-4d00-b603-60933581046c.rna_seq.augmented_star_gene_counts.tsv	da6532fea3f26d5dfaec6c1a77a3c21b	4234502	validated
43579ef7-e1c1-4c8e-8033-b63eebbf2f5d	43579ef7-e1c1-4c8e-8033-b63eebbf2f5d/22e5949e-2b59-4f74-9c48-ee1cc43032c4.rna_seq.augmented_star_gene_counts.tsv	3395f9992d93a011cff01fdf580342a3	4246113	validated
43fd871e-74dc-4b9a-9101-e836c3f67b9a	43fd871e-74dc-4b9a-9101-e836c3f67b9a/d921ae97-0106-4326-a7d1-8802fd11acbf.rna_seq.augmented_star_gene_counts.tsv	676fa097233a7664fdc31a6625a9a425	4221701	validated
